,Reference,Name,Pronunciation,Image_Reference,Length,Type,Diet,Period,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement
87,https://www.nhm.ac.uk/discover/dino-directory/dromiceiomimus.html,Dromiceiomimus,dro-MI-see-oh-me-muss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dromic.jpg,3.5m,large theropod,omnivorous,"Late Cretaceous, 74-70 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae",Parks (1926),brevitertius,horny beak,"plants, possibly insects and animals too",on 2 legs
88,https://www.nhm.ac.uk/discover/dino-directory/dryosaurus.html,Dryosaurus,dry-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/dryo.jpg,4.0m,euornithopod,herbivorous,"Late Jurassic, 155-140 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Dryosauridae",Marsh (1894),altus,,,
89,https://www.nhm.ac.uk/discover/dino-directory/dryptosaurus.html,Dryptosaurus,drip-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/drypto.jpg,6.4m,large theropod,carnivorous,"Late Cretaceous, 84-65 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea",Cope (1866),aquilunguis,,,
90,https://www.nhm.ac.uk/discover/dino-directory/dubreuillosaurus.html,Dubreuillosaurus,dub-rhe-oo-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Dubreuillosaurus.jpg,,large theropod,carnivorous,"Late Jurassic, 169-164 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Eustreptospondylinae",Allain (2005),valesdunensis,,,
91,https://www.nhm.ac.uk/discover/dino-directory/edmontonia.html,Edmontonia,ed-mon-TONE-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Edmontonia.jpg,4.0m,armoured dinosaur,herbivorous,"Late Cretaceous, 76-74 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae",Sternberg (1928),longiceps,,,
92,https://www.nhm.ac.uk/discover/dino-directory/edmontosaurus.html,Edmontosaurus,ed-MON-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/edmonto.jpg,13.0m,euornithopod,herbivorous,"Late Cretaceous, 76-65 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Lambe (1917),regalis,"horny beak and 1,000 grinding cheek teeth","tough pine needles, cones and twigs",on 2 or 4 legs
93,https://www.nhm.ac.uk/discover/dino-directory/einiosaurus.html,Einiosaurus,ie-nee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Einiosaurus.jpg,6.0m,ceratopsian,herbivorous,"Late Cretaceous, 74 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae",Sampson  (1995),procurvicornis,,,
94,https://www.nhm.ac.uk/discover/dino-directory/elaphrosaurus.html,Elaphrosaurus,el-a-fro-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Elaphrosaurus.jpg,6.2m,large theropod,carnivorous,"Late Jurassic, 154-151 million years ago",Canada,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria",Janensch (1920),bambergi,,,
95,https://www.nhm.ac.uk/discover/dino-directory/emausaurus.html,Emausaurus,em-ow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Emausaurus.jpg,2.0m,armoured dinosaur,herbivorous,"Mid Jurassic, 190-180 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Thyreophora",Haubold (1991),ernsti,,,
96,https://www.nhm.ac.uk/discover/dino-directory/eolambia.html,Eolambia,ee-oh-lam-bee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eolambia.jpg,,euornithopod,herbivorous,"Late Cretaceous, 99-94 million years ago",Canada,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Kirkland (1998),caroljonesa,,,
97,https://www.nhm.ac.uk/discover/dino-directory/eoraptor.html,Eoraptor,EE-oh-RAP-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/eor.jpg,1.0m,small theropod,carnivorous,"Late Triassic, 228 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda","Sereno, Forster, Rogers and Monetta (1993)",lunensis,"small, razor-sharp, backward-curving teeth",vertebrates,on 2 legs
98,https://www.nhm.ac.uk/discover/dino-directory/eotyrannus.html,Eotyrannus,ee-oh-ti-ran-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eotyrannus.jpg,5.0m,large theropod,carnivorous,"Early Cretaceous, 127-121 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea","Hutt, Naish, Martill, Barker and Newberry (2001)",lengi,,,
99,https://www.nhm.ac.uk/discover/dino-directory/equijubus.html,Equijubus,ee-kwee-joo-bus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Equijubus.jpg,,euornithopod,herbivorous,"Early Cretaceous, 127-99 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea","You, Luo, Shubin, Witmer, Tang and Tang (2003)",normani,,,
100,https://www.nhm.ac.uk/discover/dino-directory/erketu.html,Erketu,er-kee-tu,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erketu.jpg,15.0m,sauropod,herbivorous,Early Cretaceous,Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Ksepka and Norell (2006),ellisoni,,,
101,https://www.nhm.ac.uk/discover/dino-directory/erlikosaurus.html,Erlikosaurus,er-lik-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Erlikosaurus.jpg,3.4m,small theropod,omnivorous,"Late Cretaceous, 99-89 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Perle vide Barsbold and Perle (1980),andrewsi,,,
102,https://www.nhm.ac.uk/discover/dino-directory/euhelopus.html,Euhelopus,yoo-hel-oh-pus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Euhelopus.jpg,10.0m,sauropod,herbivorous,"Late Jurassic, 154-142 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda",Wiman (1929),zdanskyi,,,
103,https://www.nhm.ac.uk/discover/dino-directory/euoplocephalus.html,Euoplocephalus,you-OH-plo-kef-ah-luss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/euoplo.jpg,7.0m,armoured dinosaur,herbivorous,"Late Cretaceous, 76-70 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae",tutus,,horny beak and chewing teeth,plant material,on 4 legs
104,https://www.nhm.ac.uk/discover/dino-directory/europasaurus.html,Europasaurus,yoo-roh-pah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Europasaurus.jpg,6.2m,sauropod,herbivorous,"Late Jurassic, 154-151 million years ago","Canada,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria","Sander, Mateus, Laven and KnÃ¶tschke (2006)",holgeri,,,
105,https://www.nhm.ac.uk/discover/dino-directory/eustreptospondylus.html,Eustreptospondylus,ewe-strep-toe-SPON-die-luss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Eustreptospondylus.jpg,7.0m,large theropod,carnivorous,"Mid Jurassic, 165 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Megalosauridae, Eustreptospondylinae",Walker (1964),oxoniensis,,,
106,https://www.nhm.ac.uk/discover/dino-directory/fukuiraptor.html,Fukuiraptor,foo-koo-ee-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Fukuiraptor.jpg,4.2m,large theropod,carnivorous,"Early Cretaceous, 121-99 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria",Azuma and Currie (2000),kitadaniensis,,,
107,https://www.nhm.ac.uk/discover/dino-directory/fukuisaurus.html,Fukuisaurus,foo-koo-I-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Fukuisaurus.jpg,4.7m,euornithopod,herbivorous,"Early Cretaceous, 121-99 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Kobayashi and Azuma (2003),tetoriensius,,,
108,https://www.nhm.ac.uk/discover/dino-directory/gallimimus.html,Gallimimus,gal-lee-MEEM-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gallim.jpg,6.0m,large theropod,omnivorous,"Late Cretaceous, 74-70 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae","OsmÃ³lska, Roniewicz and Barsbold (1972)",bullatus,,,
109,https://www.nhm.ac.uk/discover/dino-directory/gargoyleosaurus.html,Gargoyleosaurus,gahr-goy-lee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gargoyleosaurus.jpg,4.0m,armoured dinosaur,herbivorous,"Late Jurassic, 154-142 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria","Carpenter, Miles and Cloward (1998)",parkpinorum,,,
110,https://www.nhm.ac.uk/discover/dino-directory/garudimimus.html,Garudimimus,ga-roo-dee-meem-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Garudimimus.jpg,4.7m,large theropod,omnivorous,"Late Cretaceous, 99-89 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria",Barsbold (1981),brevipes,,,
111,https://www.nhm.ac.uk/discover/dino-directory/gasosaurus.html,Gasosaurus,gas-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gaso.jpg,4.0m,small theropod,carnivorous,"Mid Jurassic, 170-160 million years ago","Canada,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda",Dong and Tang (1985),constructus,,,
112,https://www.nhm.ac.uk/discover/dino-directory/gasparinisaura.html,Gasparinisaura,gas-pah-reen-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gasparinisaura.jpg,0.8m,euornithopod,herbivorous,"Late Cretaceous, 86-71 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda",Coria and Salgado (1996),cincosaltensis,,,
113,https://www.nhm.ac.uk/discover/dino-directory/gastonia.html,Gastonia,gas-toh-nee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gastonia.jpg,4.6m,armoured dinosaur,herbivorous,"Early Cretaceous, 142-127 million years ago","Canada,USA","Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria",Kirkland (1998),burgei,,,
114,https://www.nhm.ac.uk/discover/dino-directory/giganotosaurus.html,Giganotosaurus,gig-an-OH-toe-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/giganoto.jpg,12.5m,large theropod,carnivorous,"Early Cretaceous, 112-90 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Carcharodontosauridae",Coria and Salgado (1995),carolinii,"long, blade-like and serrated - ideal for slicing",other animals,on 2 legs
115,https://www.nhm.ac.uk/discover/dino-directory/gilmoreosaurus.html,Gilmoreosaurus,GIL-more-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/gilmore.jpg,6.0m,euornithopod,herbivorous,"Late Cretaceous, 76-70 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae",Brett-Surman (1979),mongoliensis,,,
116,https://www.nhm.ac.uk/discover/dino-directory/giraffatitan.html,Giraffatitan,ji-raf-a-tie-tan,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Giraffatitan.jpg,23.0m,sauropod,herbivorous,"Late Jurassic, 154-142 million years ago",Argentina,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Brachiosauridae",Janensch (1914),brancai,,,
117,https://www.nhm.ac.uk/discover/dino-directory/gobisaurus.html,Gobisaurus,goh-bee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gobisaurus.jpg,5.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 121-99 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae","Vickaryous, Russell, Currie and Zhao (2001)",domoculus,,,
118,https://www.nhm.ac.uk/discover/dino-directory/gorgosaurus.html,Gorgosaurus,gor-goh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gorgosaurus.jpg,8.6m,large theropod,carnivorous,"Late Cretaceous, 80-73 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Albertosaurinae",Lamb (1914),libratus,,,
119,https://www.nhm.ac.uk/discover/dino-directory/goyocephale.html,Goyocephale,goy-oh-keff-ah-lee,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Goyocephale.jpg,2.0m,large theropod,herbivorous,"Late Cretaceous, 81-75 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala","Perle, MaryaÅska and OsmÃ³lska (1982)",lattimorei,,,
120,https://www.nhm.ac.uk/discover/dino-directory/graciliceratops.html,Graciliceratops,gras-i-li-serra-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Graciliceratops.jpg,,ceratopsian,herbivorous,"Late Cretaceous, 99-84 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia",Sereno (2000),mongoliensis,,,
121,https://www.nhm.ac.uk/discover/dino-directory/gryposaurus.html,Gryposaurus,grip-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Gryposaurus.jpg,10.0m,euornithopod,herbivorous,"Late Cretaceous, 86-71 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Lambe (1914),notabilis,,,
122,https://www.nhm.ac.uk/discover/dino-directory/guaibasaurus.html,Guaibasaurus,gwie-bah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Guaibasaurus.jpg,1.8m,small theropod,herbivorous,"Late Triassic, 221-210 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda","Bonaparte, Ferigolo and Ribeiro (1999)",candelariensis,,,
123,https://www.nhm.ac.uk/discover/dino-directory/guanlong.html,Guanlong,gwan-long,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Guanlong.jpg,3.0m,small theropod,carnivorous,"Late Jurassic, 159-154 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea","Xu, Clark, Forster, Norell, Erickson, Eberth, Jia and Zhao (2006)",wucaii,,,
124,https://www.nhm.ac.uk/discover/dino-directory/hadrosaurus.html,Hadrosaurus,HAD-row-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hadro.jpg,9.0m,euornithopod,herbivorous,"Late Cretaceous, 78-74 million years ago",Argentina,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae",Leidy (1858),foulkii,,,
125,https://www.nhm.ac.uk/discover/dino-directory/hagryphus.html,Hagryphus,ha-grif-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hagryphus.jpg,3.0m,small theropod,omnivorous,"Late Cretaceous, 78-74 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria",Zanno and Sampson (2005),giganteus,,,
126,https://www.nhm.ac.uk/discover/dino-directory/haplocanthosaurus.html,Haplocanthosaurus,hap-lo-kan-tho-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Haplocanthosaurus.jpg,21.5m,sauropod,herbivorous,"Late Jurassic, 154-142 million years ago",USA,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Camarasauridae",Hatcher (1903),priscus,,,
127,https://www.nhm.ac.uk/discover/dino-directory/harpymimus.html,Harpymimus,har-pi-miem-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Harpymimus.jpg,2.0m,small theropod,omnivorous,"Early Cretaceous, 121-99 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria",Barsbold and Perle (1984),okladnikovi,,,
128,https://www.nhm.ac.uk/discover/dino-directory/herrerasaurus.html,Herrerasaurus,herr-ray-rah-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/herrera.jpg,3.0m,small theropod,carnivorous,"Late Triassic, 228 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Herrerasauridae",Reig (1963),ischigualastensis,,,
129,https://www.nhm.ac.uk/discover/dino-directory/hesperosaurus.html,Hesperosaurus,hes-per-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hesperosaurus.jpg,6.0m,armoured dinosaur,herbivorous,"Late Jurassic, 154-142 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Carpenter, Miles and Cloward (2001)",mjosi,,,
130,https://www.nhm.ac.uk/discover/dino-directory/heterodontosaurus.html,Heterodontosaurus,HET-er-oh-DONâT-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hetero.jpg,1.2m,euornithopod,herbivorous,"Early Jurassic, 205 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Heterodontosauridae",Crompton and Charig (1962),tucki,,,
131,https://www.nhm.ac.uk/discover/dino-directory/heyuannia.html,Heyuannia,Hey-YOU-ARN-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Ingenia.jpg,2.0m,small theropod,omnivorous,"Late Cretaceous, 72-68 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Ingeniinae",Barsbold (1981),yanshini,,,
132,https://www.nhm.ac.uk/discover/dino-directory/homalocephale.html,Homalocephale,Home-ah-loh-keff-ah-lee,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Homalocephale.jpg,1.5m,euornithopod,herbivorous,"Late Cretaceous, 72-68 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea",MaryaÅska and OsmÃ³lska (1974),calathocercos,,,
133,https://www.nhm.ac.uk/discover/dino-directory/huayangosaurus.html,Huayangosaurus,hoy-YANG-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/huayango.jpg,4.5m,armoured dinosaur,herbivorous,"Mid Jurassic, 170-160 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Huayangosauridae","Dong, Tang and Zhou (1982)",taibaii,,,
134,https://www.nhm.ac.uk/discover/dino-directory/hylaeosaurus.html,Hylaeosaurus,HIGH-lee-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hylaeo.jpg,5.0m,armoured dinosaur,herbivorous,"Early Cretaceous, 150-135 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria",Mantell (1833),armatus,,,
135,https://www.nhm.ac.uk/discover/dino-directory/hypacrosaurus.html,Hypacrosaurus,hi-pak-roh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Hypacrosaurus.jpg,9.0m,euornithopod,herbivorous,"Late Cretaceous, 70 million years ago",USA,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae",Brown (1913),altispinus,,,
136,https://www.nhm.ac.uk/discover/dino-directory/hypsilophodon.html,Hypsilophodon,hip-sih-LOH-foh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/hypsil.jpg,2.3m,euornithopod,herbivorous,"Early Cretaceous, 125 million years ago","England,Spain,United Kingdom","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Hypsilophodontidae",Huxley (1869),foxii,"horny beak, broad, chisel-like teeth",plant material,on 2 legs
137,https://www.nhm.ac.uk/discover/dino-directory/iguanodon.html,Iguanodon,ig-WHA-noh-don,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/iguano.jpg,10.0m,euornithopod,herbivorous,"Early Cretaceous, 140-110 million years ago","Belgium,England,USA","Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea",Boulenger and van Beneden (1881),bernissartensis,chewing cheek teeth and horny beak,plant material,on 2 or 4 legs
138,https://www.nhm.ac.uk/discover/dino-directory/indosuchus.html,Indosuchus,in-doh-sook-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Indosuchus.jpg,7.0m,large theropod,carnivorous,"Late Cretaceous, 71-65 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria",Huene and Matley (1933),raptorius,,,
139,https://www.nhm.ac.uk/discover/dino-directory/irritator.html,Irritator,irr-it-ate-or,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Irritator.jpg,6.5m,large theropod,carnivorous,"Early Cretaceous, 112-99 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Spinosauroidea, Spinosauridae, Spinosaurinae","Martill, Cruickshank, Frey, Small and Clarke (1996)",challengeri,,,
140,https://www.nhm.ac.uk/discover/dino-directory/isisaurus.html,Isisaurus,iss-ee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Isisaurus.jpg,,sauropod,herbivorous,"Late Cretaceous, 71-65 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia",Jain and Bandyopadhyay (1997),colberti,,,
141,https://www.nhm.ac.uk/discover/dino-directory/janenschia.html,Janenschia,yan-ensh-ee-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Janenschia.jpg,20.0m,sauropod,herbivorous,"Late Jurassic, 154-151 million years ago","Belgium,England,USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria",Wild (1991),robusta,,,
